GID_2;NAME_2;CO_MUN_GEO;NO_MUN;SG_UF
BRA.13.744_1;São José da Safira;3163003;SAO JOSE DA SAFIRA;MG
BRA.13.745_1;São José da Varginha;3163102;SAO JOSE DA VARGINHA;MG
BRA.13.746_1;São José do Alegre;3163201;SAO JOSE DO ALEGRE;MG
BRA.13.747_1;São José do Divino;3163300;SAO JOSE DO DIVINO;MG
BRA.13.748_1;São José do Goiabal;3163409;SAO JOSE DO GOIABAL;MG
BRA.13.749_1;São José do Jacuri;3163508;SAO JOSE DO JACURI;MG
BRA.13.750_1;São José do Mantimento;3163607;SAO JOSE DO MANTIMENTO;MG
BRA.13.751_1;São Lourenço;3163706;SAO LOURENCO;MG
BRA.13.752_1;São Miguel do Anta;3163805;SAO MIGUEL DO ANTA;MG
BRA.13.753_1;São Pedro da União;3163904;SAO PEDRO DA UNIAO;MG
BRA.13.755_1;São Pedro dos Ferros;3164001;SAO PEDRO DOS FERROS;MG
BRA.13.754_1;São Pedro do Suaçuí;3164100;SAO PEDRO DO SUACUI;MG
BRA.13.756_1;São Romão;3164209;SAO ROMAO;MG
BRA.13.757_1;São Roque de Minas;3164308;SAO ROQUE DE MINAS;MG
BRA.13.758_1;São Sebastião da Bela Vista;3164407;SAO SEBASTIAO DA BELA VISTA;MG
BRA.13.765_1;São Sebastio da Vargem Alegre;3164431;SAO SEBASTIAO DA VARGEM ALEGRE;MG
BRA.13.759_1;São Sebastião do Anta;3164472;SAO SEBASTIAO DO ANTA;MG
BRA.13.760_1;São Sebastião do Maranhão;3164506;SAO SEBASTIAO DO MARANHAO;MG
BRA.13.761_1;São Sebastião do Oeste;3164605;SAO SEBASTIAO DO OESTE;MG
BRA.13.762_1;São Sebastião do Paraíso;3164704;SAO SEBASTIAO DO PARAISO;MG
BRA.13.763_1;São Sebastião do Rio Preto;3164803;SAO SEBASTIAO DO RIO PRETO;MG
BRA.13.764_1;São Sebastião do Rio Verde;3164902;SAO SEBASTIAO DO RIO VERDE;MG
BRA.13.767_1;São Tiago;3165008;SAO TIAGO;MG
BRA.13.768_1;São Tomás de Aquino;3165107;SAO TOMAS DE AQUINO;MG
BRA.13.766_1;São Thomé das Letras;3165206;SAO THOME DAS LETRAS;MG
BRA.13.769_1;São Vicente de Minas;3165305;SAO VICENTE DE MINAS;MG
BRA.13.770_1;Sapucaí-Mirim;3165404;SAPUCAI-MIRIM;MG
BRA.13.771_1;Sardoá;3165503;SARDOA;MG
BRA.13.772_1;Sarzedo;3165537;SARZEDO;MG
BRA.13.793_1;Setubinha;3165552;SETUBINHA;MG
BRA.13.773_1;Sem-Peixe;3165560;SEM-PEIXE;MG
BRA.13.774_1;Senador Amaral;3165578;SENADOR AMARAL;MG
BRA.13.775_1;Senador Cortes;3165602;SENADOR CORTES;MG
BRA.13.776_1;Senador Firmino;3165701;SENADOR FIRMINO;MG
BRA.13.777_1;Senador José Bento;3165800;SENADOR JOSE BENTO;MG
BRA.13.778_1;Senador Modestino Gonçalves;3165909;SENADOR MODESTINO GONCALVES;MG
BRA.13.779_1;Senhora de Oliveira;3166006;SENHORA DE OLIVEIRA;MG
BRA.13.780_1;Senhora do Porto;3166105;SENHORA DO PORTO;MG
BRA.13.781_1;Senhora dos Remédios;3166204;SENHORA DOS REMEDIOS;MG
BRA.13.782_1;Sericita;3166303;SERICITA;MG
BRA.13.783_1;Seritinga;3166402;SERITINGA;MG
BRA.13.784_1;Serra Azul de Minas;3166501;SERRA AZUL DE MINAS;MG
BRA.13.785_1;Serra da Saudad;3166600;SERRA DA SAUDADE;MG
BRA.13.787_1;Serra dos Aimorés;3166709;SERRA DOS AIMORES;MG
BRA.13.786_1;Serra do Salitre;3166808;SERRA DO SALITRE;MG
BRA.13.788_1;Serrania;3166907;SERRANIA;MG
BRA.13.789_1;Serranópolis de Minas;3166956;SERRANOPOLIS DE MINAS;MG
BRA.13.790_1;Serranos;3167004;SERRANOS;MG
BRA.13.791_1;Serro;3167103;SERRO;MG
BRA.13.792_1;Sete Lagoas;3167202;SETE LAGOAS;MG
BRA.13.794_1;Silveirânia;3167301;SILVEIRANIA;MG
BRA.13.795_1;Silvianópolis;3167400;SILVIANOPOLIS;MG
BRA.13.796_1;Simão Pereira;3167509;SIMAO PEREIRA;MG
BRA.13.797_1;Simonésia;3167608;SIMONESIA;MG
BRA.13.798_1;Sobrália;3167707;SOBRALIA;MG
BRA.13.799_1;Soledade de Minas;3167806;SOLEDADE DE MINAS;MG
BRA.13.800_1;Tabuleiro;3167905;TABULEIRO;MG
BRA.13.801_1;Taiobeiras;3168002;TAIOBEIRAS;MG
BRA.13.802_1;Taparuba;3168051;TAPARUBA;MG
BRA.13.804_1;Tapira;3168101;TAPIRA;MG
BRA.13.803_1;Tapiraí;3168200;TAPIRAI;MG
BRA.13.805_1;Taquaraçu de Minas;3168309;TAQUARACU DE MINAS;MG
BRA.13.806_1;Tarumirim;3168408;TARUMIRIM;MG
BRA.13.807_1;Teixeiras;3168507;TEIXEIRAS;MG
BRA.13.808_1;Teófilo Otoni;3168606;TEOFILO OTONI;MG
BRA.13.809_1;Timóteo;3168705;TIMOTEO;MG
BRA.13.810_1;Tiradentes;3168804;TIRADENTES;MG
BRA.13.811_1;Tiros;3168903;TIROS;MG
BRA.13.812_1;Tocantins;3169000;TOCANTINS;MG
BRA.13.813_1;Tocos do Moji;3169059;TOCOS DO MOJI;MG
BRA.13.814_1;Toledo;3169109;TOLEDO;MG
BRA.13.815_1;Tombos;3169208;TOMBOS;MG
BRA.13.816_1;Três Corações;3169307;TRES CORACOES;MG
BRA.13.817_1;Três Marias;3169356;TRES MARIAS;MG
BRA.13.818_1;Três Pontas;3169406;TRES PONTAS;MG
BRA.13.819_1;Tumiritinga;3169505;TUMIRITINGA;MG
BRA.13.820_1;Tupaciguara;3169604;TUPACIGUARA;MG
BRA.13.821_1;Turmalina;3169703;TURMALINA;MG
BRA.13.822_1;Turvolandia;3169802;TURVOLANDIA;MG
BRA.13.823_1;Ubá;3169901;UBA;MG
BRA.13.824_1;Ubaí;3170008;UBAI;MG
BRA.13.825_1;Ubaporanga;3170057;UBAPORANGA;MG
BRA.13.826_1;Uberaba;3170107;UBERABA;MG
BRA.13.827_1;Uberlândia;3170206;UBERLANDIA;MG
BRA.13.828_1;Umburatiba;3170305;UMBURATIBA;MG
BRA.13.829_1;Unaí;3170404;UNAI;MG
BRA.13.830_1;União de Minas;3170438;UNIAO DE MINAS;MG
BRA.13.831_1;Uruana de Minas;3170479;URUANA DE MINAS;MG
BRA.13.832_1;Urucânia;3170503;URUCANIA;MG
BRA.13.833_1;Urucuia;3170529;URUCUIA;MG
BRA.13.834_1;Vargem Alegre;3170578;VARGEM ALEGRE;MG
BRA.13.835_1;Vargem Bonita;3170602;VARGEM BONITA;MG
BRA.13.836_1;Vargem Grande do Rio Pardo;3170651;VARGEM GRANDE DO RIO PARDO;MG
BRA.13.837_1;Varginha;3170701;VARGINHA;MG
BRA.13.838_1;Varjão de Minas;3170750;VARJAO DE MINAS;MG
BRA.13.839_1;Várzea da Palma;3170800;VARZEA DA PALMA;MG
BRA.13.840_1;Varzelândia;3170909;VARZELANDIA;MG
BRA.13.841_1;Verdelândia;3171030;VERDELANDIA;MG
BRA.13.842_1;Veredinha;3171071;VEREDINHA;MG
BRA.13.843_1;Veríssimo;3171105;VERISSIMO;MG
BRA.13.844_1;Vermelho Novo;3171154;VERMELHO NOVO;MG
BRA.13.845_1;Vespasiano;3171204;VESPASIANO;MG
BRA.13.846_1;Viçosa;3171303;VICOSA;MG
BRA.13.847_1;Vieiras;3171402;VIEIRAS;MG
BRA.13.474_1;Mathias Lobato;3171501;MATHIAS LOBATO;MG
BRA.13.848_1;Virgem da Lapa;3171600;VIRGEM DA LAPA;MG
BRA.13.849_1;Virgínia;3171709;VIRGINIA;MG
BRA.13.850_1;Virginópolis;3171808;VIRGINOPOLIS;MG
BRA.13.851_1;Virgolândia;3171907;VIRGOLANDIA;MG
BRA.13.852_1;Visconde do Rio Branco;3172004;VISCONDE DO RIO BRANCO;MG
BRA.13.853_1;Volta Grande;3172103;VOLTA GRANDE;MG
BRA.13.854_1;Wenceslau Braz;3172202;WENCESLAU BRAZ;MG
BRA.8.1_1;Afonso Cláudio;3200102;AFONSO CLAUDIO;ES
BRA.8.27_1;Guia Branca;3200136;AGUIA BRANCA;ES
BRA.8.2_1;Água Doce do Norte;3200169;AGUA DOCE DO NORTE;ES
BRA.8.3_1;Alegre;3200201;ALEGRE;ES
BRA.8.4_1;Alfredo Chaves;3200300;ALFREDO CHAVES;ES
BRA.8.5_1;Alto Rio Novo;3200359;ALTO RIO NOVO;ES
BRA.8.6_1;Anchieta;3200409;ANCHIETA;ES
BRA.8.7_1;Apiacá;3200508;APIACA;ES
BRA.8.8_1;Aracruz;3200607;ARACRUZ;ES
BRA.8.9_1;Atilio Vivacqua;3200706;ATILIO VIVACQUA;ES
BRA.8.10_1;Baixo Guandu;3200805;BAIXO GUANDU;ES
BRA.8.11_1;Barra de São Francisco;3200904;BARRA DE SAO FRANCISCO;ES
BRA.8.12_1;Boa Esperança;3201001;BOA ESPERANCA;ES
BRA.8.13_1;Bom Jesus do Norte;3201100;BOM JESUS DO NORTE;ES
BRA.8.14_1;Brejetuba;3201159;BREJETUBA;ES
BRA.8.15_1;Cachoeiro de Itapemirim;3201209;CACHOEIRO DE ITAPEMIRIM;ES
BRA.8.16_1;Cariacica;3201308;CARIACICA;ES
BRA.8.17_1;Castelo;3201407;CASTELO;ES
BRA.8.18_1;Colatina;3201506;COLATINA;ES
BRA.8.19_1;Conceição da Barra;3201605;CONCEICAO DA BARRA;ES
BRA.8.20_1;Conceição do Castelo;3201704;CONCEICAO DO CASTELO;ES
BRA.8.21_1;Divino de São Lourenço;3201803;DIVINO DE SAO LOURENCO;ES
BRA.8.22_1;Domingos Martins;3201902;DOMINGOS MARTINS;ES
BRA.8.23_1;Dores do Rio Preto;3202009;DORES DO RIO PRETO;ES
BRA.13.266_1;Ecoporanga;3202108;ECOPORANGA;ES
BRA.8.24_1;Fundão;3202207;FUNDAO;ES
BRA.8.25_1;Guaçuí;3202306;GUACUI;ES
BRA.8.26_1;Guarapari;3202405;GUARAPARI;ES
BRA.8.28_1;Ibatiba;3202454;IBATIBA;ES
BRA.8.29_1;Ibiraçu;3202504;IBIRACU;ES
BRA.8.30_1;Ibitirama;3202553;IBITIRAMA;ES
BRA.8.31_1;Iconha;3202603;ICONHA;ES
BRA.8.34_1;Irupi;3202652;IRUPI;ES
BRA.8.35_1;Itaguaçu;3202702;ITAGUACU;ES
BRA.8.36_1;Itapemirim;3202801;ITAPEMIRIM;ES
BRA.8.37_1;Itarana;3202900;ITARANA;ES
BRA.8.38_1;Iúna;3203007;IUNA;ES
BRA.8.39_1;Jaguaré;3203056;JAGUARE;ES
BRA.8.40_1;Jerônimo Monteiro;3203106;JERONIMO MONTEIRO;ES
BRA.8.41_1;João Neiva;3203130;JOAO NEIVA;ES
BRA.8.42_1;Laranja da Terra;3203163;LARANJA DA TERRA;ES
BRA.8.43_1;Linhares;3203205;LINHARES;ES
BRA.8.44_1;Mantenópolis;3203304;MANTENOPOLIS;ES
BRA.8.45_1;Marataízes;3203320;MARATAIZES;ES
BRA.8.46_1;Marechal Floriano;3203346;MARECHAL FLORIANO;ES
BRA.8.47_1;Marilândia;3203353;MARILANDIA;ES
BRA.8.48_1;Mimoso do Sul;3203403;MIMOSO DO SUL;ES
BRA.8.49_1;Montanha;3203502;MONTANHA;ES
BRA.8.50_1;Mucurici;3203601;MUCURICI;ES
BRA.8.51_1;Muniz Freire;3203700;MUNIZ FREIRE;ES
BRA.8.52_1;Muqui;3203809;MUQUI;ES
BRA.8.53_1;Nova Venécia;3203908;NOVA VENECIA;ES
BRA.8.54_1;Pancas;3204005;PANCAS;ES
BRA.8.55_1;Pedro Canário;3204054;PEDRO CANARIO;ES
BRA.8.56_1;Pinheiros;3204104;PINHEIROS;ES
BRA.8.57_1;Piúma;3204203;PIUMA;ES
BRA.8.58_1;Ponto Belo;3204252;PONTO BELO;ES
BRA.8.59_1;Presidente Kennedy;3204302;PRESIDENTE KENNEDY;ES
BRA.8.60_1;Rio Bananal;3204351;RIO BANANAL;ES
BRA.8.61_1;Rio Novo do Sul;3204401;RIO NOVO DO SUL;ES
BRA.8.62_1;Santa Leopoldina;3204500;SANTA LEOPOLDINA;ES
BRA.8.63_1;Santa Maria de Jetibá;3204559;SANTA MARIA DE JETIBA;ES
BRA.8.64_1;Santa Teresa;3204609;SANTA TERESA;ES
BRA.8.65_1;São Domingos do Norte;3204658;SAO DOMINGOS DO NORTE;ES
BRA.8.66_1;São Gabriel da Palha;3204708;SAO GABRIEL DA PALHA;ES
BRA.8.67_1;São José do Calçado;3204807;SAO JOSE DO CALCADO;ES
BRA.8.68_1;São Mateus;3204906;SAO MATEUS;ES
BRA.8.69_1;São Roque do Canaã;3204955;SAO ROQUE DO CANAA;ES
BRA.8.70_1;Serra;3205002;SERRA;ES
BRA.8.71_1;Sooretama;3205010;SOORETAMA;ES
BRA.8.72_1;Vargem Alta;3205036;VARGEM ALTA;ES
BRA.8.73_1;Venda Nova do Imigrante;3205069;VENDA NOVA DO IMIGRANTE;ES
BRA.8.74_1;Viana;3205101;VIANA;ES
BRA.8.75_1;Vila Pavão;3205150;VILA PAVAO;ES
BRA.8.76_1;Vila Valério;3205176;VILA VALERIO;ES
BRA.8.77_1;Vila Velha;3205200;VILA VELHA;ES
BRA.8.78_1;Vitoria;3205309;VITORIA;ES
BRA.19.1_1;Angra dos Reis;3300100;ANGRA DOS REIS;RJ
BRA.19.2_1;Aperibé;3300159;APERIBE;RJ
BRA.19.3_1;Araruama;3300209;ARARUAMA;RJ
BRA.19.4_1;Areal;3300225;AREAL;RJ
BRA.19.5_1;Armação dos Búzios;3300233;ARMACAO DOS BUZIOS;RJ
BRA.19.6_1;Arraial do Cabo;3300258;ARRAIAL DO CABO;RJ
BRA.19.7_1;Barra do Piraí;3300308;BARRA DO PIRAI;RJ
BRA.19.8_1;Barra Mansa;3300407;BARRA MANSA;RJ
BRA.19.9_1;Belford Roxo;3300456;BELFORD ROXO;RJ
BRA.19.10_1;Bom Jardim;3300506;BOM JARDIM;RJ
BRA.19.11_1;Bom Jesus do Itabapoana;3300605;BOM JESUS DO ITABAPOANA;RJ
BRA.19.12_1;Cabo Frio;3300704;CABO FRIO;RJ
BRA.19.13_1;Cachoeiras de Macacu;3300803;CACHOEIRAS DE MACACU;RJ
BRA.19.14_1;Cambuci;3300902;CAMBUCI;RJ
BRA.19.18_1;Carepebus;3300936;CARAPEBUS;RJ
BRA.19.21_1;Comendador Levy Gasparian;3300951;COMENDADOR LEVY GASPARIAN;RJ
BRA.19.15_1;Campos;3301009;CAMPOS DOS GOYTACAZES;RJ
BRA.19.16_1;Cantagalo;3301108;CANTAGALO;RJ
BRA.19.17_1;Cardoso Moreira;3301157;CARDOSO MOREIRA;RJ
BRA.19.19_1;Carmo;3301207;CARMO;RJ
BRA.19.20_1;Casimiro de Abreu;3301306;CASIMIRO DE ABREU;RJ
BRA.19.22_1;Conceicao Macabu;3301405;CONCEICAO DE MACABU;RJ
BRA.19.23_1;Cordeiro;3301504;CORDEIRO;RJ
BRA.19.24_1;Duas Barras;3301603;DUAS BARRAS;RJ
BRA.19.25_1;Duque de Caxias;3301702;DUQUE DE CAXIAS;RJ
BRA.19.26_1;Engenheiro Paulo de Front;3301801;ENGENHEIRO PAULO DE FRONTIN;RJ
BRA.19.27_1;Guapimirim;3301850;GUAPIMIRIM;RJ
BRA.19.28_1;Iguaba Grande;3301876;IGUABA GRANDE;RJ
BRA.19.29_1;Itaboraí;3301900;ITABORAI;RJ
BRA.19.30_1;Itaguaí;3302007;ITAGUAI;RJ
BRA.19.31_1;Italva;3302056;ITALVA;RJ
BRA.19.32_1;Itaocara;3302106;ITAOCARA;RJ
BRA.19.33_1;Itaperuna;3302205;ITAPERUNA;RJ
BRA.19.34_1;Itatiaia;3302254;ITATIAIA;RJ
BRA.19.35_1;Japeri;3302270;JAPERI;RJ
BRA.19.36_1;Laje do Muriaé;3302304;LAJE DO MURIAE;RJ
BRA.19.37_1;Macaé;3302403;MACAE;RJ
BRA.19.38_1;Macuco;3302452;MACUCO;RJ
BRA.19.39_1;Magé;3302502;MAGE;RJ
BRA.19.40_1;Mangaratiba;3302601;MANGARATIBA;RJ
BRA.19.41_1;Maricá;3302700;MARICA;RJ
BRA.19.42_1;Mendes;3302809;MENDES;RJ
BRA.19.43_1;Miguel Pereira;3302908;MIGUEL PEREIRA;RJ
BRA.19.44_1;Miracema;3303005;MIRACEMA;RJ
BRA.19.45_1;Natividade;3303104;NATIVIDADE;RJ
BRA.19.46_1;Nilópolis;3303203;NILOPOLIS;RJ
BRA.19.47_1;Niterói;3303302;NITEROI;RJ
BRA.19.48_1;Nova Friburgo;3303401;NOVA FRIBURGO;RJ
BRA.19.49_1;Nova Iguaçu;3303500;NOVA IGUACU;RJ
BRA.19.50_1;Paracambi;3303609;PARACAMBI;RJ
BRA.19.51_1;Paraíba do Sul;3303708;PARAIBA DO SUL;RJ
BRA.19.52_1;Parati;3303807;PARATI;RJ
BRA.19.53_1;Paty do Alferes;3303856;PATY DO ALFERES;RJ
BRA.19.54_1;Petrópolis;3303906;PETROPOLIS;RJ
BRA.19.55_1;Pinheiral;3303955;PINHEIRAL;RJ
BRA.19.56_1;Piraí;3304003;PIRAI;RJ
BRA.19.57_1;Porciúncula;3304102;PORCIUNCULA;RJ
BRA.19.58_1;Porto Real;3304110;PORTO REAL;RJ
BRA.19.59_1;Quatis;3304128;QUATIS;RJ
BRA.19.60_1;Queimados;3304144;QUEIMADOS;RJ
BRA.19.61_1;Quissamã;3304151;QUISSAMA;RJ
BRA.19.62_1;Resende;3304201;RESENDE;RJ
BRA.19.63_1;Rio Bonito;3304300;RIO BONITO;RJ
BRA.19.64_1;Rio Claro;3304409;RIO CLARO;RJ
BRA.19.65_1;Rio das Flores;3304508;RIO DAS FLORES;RJ
BRA.19.66_1;Rio das Ostras;3304524;RIO DAS OSTRAS;RJ
BRA.19.67_1;Rio de Janeiro;3304557;RIO DE JANEIRO;RJ
BRA.19.68_1;Santa Maria Madalena;3304607;SANTA MARIA MADALENA;RJ
BRA.19.69_1;Santo Antônio de Pádua;3304706;SANTO ANTONIO DE PADUA;RJ
BRA.19.71_1;São Francisco de Itabapoana;3304755;SAO FRANCISCO DE ITABAPOANA;RJ
BRA.19.70_1;São Fidélis;3304805;SAO FIDELIS;RJ
BRA.19.72_1;São Gonçalo;3304904;SAO GONCALO;RJ
BRA.19.73_1;São João da Barra;3305000;SAO JOAO DA BARRA;RJ
BRA.19.74_1;São João de Meriti;3305109;SAO JOAO DE MERITI;RJ
BRA.19.75_1;São José de Ubá;3305133;SAO JOSE DE UBA;RJ
BRA.19.76_1;São José do Vale do Rio Preto;3305158;SAO JOSE DO VALE DO RIO PRETO;RJ
BRA.19.77_1;São Pedro da Aldeia;3305208;SAO PEDRO DA ALDEIA;RJ
BRA.19.78_1;São Sebastião do Alto;3305307;SAO SEBASTIAO DO ALTO;RJ
BRA.19.79_1;Sapucaia;3305406;SAPUCAIA;RJ
BRA.19.80_1;Saquarema;3305505;SAQUAREMA;RJ
BRA.19.81_1;Seropédica;3305554;SEROPEDICA;RJ
BRA.19.82_1;Silva Jardim;3305604;SILVA JARDIM;RJ
BRA.19.83_1;Sumidouro;3305703;SUMIDOURO;RJ
BRA.19.84_1;Tanguá;3305752;TANGUA;RJ
BRA.19.85_1;Teresópolis;3305802;TERESOPOLIS;RJ
BRA.19.86_1;Trajano de Morais;3305901;TRAJANO DE MORAES;RJ
BRA.19.87_1;Três Rios;3306008;TRES RIOS;RJ
BRA.19.88_1;Valencia;3306107;VALENCA;RJ
BRA.19.89_1;Varre-Sai;3306156;VARRE-SAI;RJ
BRA.19.90_1;Vassouras;3306206;VASSOURAS;RJ
BRA.19.91_1;Volta Redonda;3306305;VOLTA REDONDA;RJ
BRA.25.1_1;Adamantina;3500105;ADAMANTINA;SP
BRA.25.2_1;Adolfo;3500204;ADOLFO;SP
BRA.25.3_1;Aguai;3500303;AGUAI;SP
BRA.25.4_1;Águas da Prata;3500402;AGUAS DA PRATA;SP
BRA.25.5_1;Águas de Lindóia;3500501;AGUAS DE LINDOIA;SP
BRA.25.6_1;Águas de Santa Bárbara;3500550;AGUAS DE SANTA BARBARA;SP
BRA.25.7_1;Águas de São Pedro;3500600;AGUAS DE SAO PEDRO;SP
BRA.25.8_1;Agudos;3500709;AGUDOS;SP
BRA.25.9_1;Alambari;3500758;ALAMBARI;SP
BRA.25.10_1;Alfredo Marconde;3500808;ALFREDO MARCONDES;SP
BRA.25.11_1;Altair;3500907;ALTAIR;SP
BRA.25.12_1;Altinópolis;3501004;ALTINOPOLIS;SP
BRA.25.13_1;Alto Alegre;3501103;ALTO ALEGRE;SP
BRA.25.14_1;Alumínio;3501152;ALUMINIO;SP
BRA.25.15_1;Álvares Florence;3501202;ALVARES FLORENCE;SP
BRA.25.16_1;Álvares Machado;3501301;ALVARES MACHADO;SP
BRA.25.17_1;Álvaro de Carvalho;3501400;ALVARO DE CARVALHO;SP
BRA.25.18_1;Alvinlândia;3501509;ALVINLANDIA;SP
BRA.25.19_1;Americana;3501608;AMERICANA;SP
BRA.25.20_1;Américo Brasiliense;3501707;AMERICO BRASILIENSE;SP
BRA.25.21_1;Américo de Campos;3501806;AMERICO DE CAMPOS;SP
BRA.25.22_1;Amparo;3501905;AMPARO;SP
BRA.25.23_1;Analandia;3502002;ANALANDIA;SP
BRA.25.24_1;Andradina;3502101;ANDRADINA;SP
BRA.25.25_1;Angatuba;3502200;ANGATUBA;SP
BRA.25.26_1;Anhembi;3502309;ANHEMBI;SP
BRA.25.27_1;Anhumas;3502408;ANHUMAS;SP
BRA.25.29_1;Aparecida;3502507;APARECIDA;SP
BRA.25.28_1;Aparecida doeste;3502606;APARECIDA D'OESTE;SP
BRA.25.30_1;Apiaí;3502705;APIAI;SP
BRA.25.31_1;Araçariguama;3502754;ARACARIGUAMA;SP
BRA.25.32_1;Araçatuba;3502804;ARACATUBA;SP
BRA.25.33_1;Araçoiaba da Serra;3502903;ARACOIABA DA SERRA;SP
BRA.25.34_1;Aramina;3503000;ARAMINA;SP
BRA.25.35_1;Arandu;3503109;ARANDU;SP
BRA.25.36_1;Arapeí;3503158;ARAPEI;SP
BRA.25.37_1;Araraquara;3503208;ARARAQUARA;SP
BRA.25.38_1;Araras;3503307;ARARAS;SP
BRA.25.39_1;Arco-íris;3503356;ARCO-IRIS;SP
BRA.25.41_1;Areias;3503505;AREIAS;SP
BRA.25.40_1;Arealva;3503506;AREALVA;SP
BRA.25.42_1;Areiópolis;3503604;AREIOPOLIS;SP
BRA.25.43_1;Ariranha;3503703;ARIRANHA;SP
BRA.25.44_1;Artur Nogueira;3503802;ARTUR NOGUEIRA;SP
BRA.25.45_1;Aruja;3503901;ARUJA;SP
BRA.25.46_1;Aspásia;3503950;ASPASIA;SP
BRA.25.47_1;Assis;3504008;ASSIS;SP
BRA.25.48_1;Atibaia;3504107;ATIBAIA;SP
BRA.25.49_1;Auriflama;3504206;AURIFLAMA;SP
BRA.25.50_1;Avaí;3504305;AVAI;SP
BRA.25.51_1;Avanhandava;3504404;AVANHANDAVA;SP
BRA.25.52_1;Avare;3504503;AVARE;SP
BRA.25.53_1;Bady Bassitt;3504602;BADY BASSITT;SP
BRA.25.54_1;Balbinos;3504701;BALBINOS;SP
BRA.25.55_1;Bálsamo;3504800;BALSAMO;SP
BRA.25.56_1;Bananal;3504909;BANANAL;SP
BRA.25.57_1;Barão de Antonina;3505005;BARAO DE ANTONINA;SP
BRA.25.58_1;Barbosa;3505104;BARBOSA;SP
BRA.25.59_1;Bariri;3505203;BARIRI;SP
BRA.25.60_1;Barra Bonita;3505302;BARRA BONITA;SP
BRA.25.61_1;Barra do Chapéu;3505351;BARRA DO CHAPEU;SP
BRA.25.62_1;Barra do Turvo;3505401;BARRA DO TURVO;SP
BRA.25.63_1;Barretos;3505500;BARRETOS;SP
BRA.25.64_1;Barrinha;3505609;BARRINHA;SP
BRA.25.65_1;Barueri;3505708;BARUERI;SP
BRA.25.66_1;Bastos;3505807;BASTOS;SP
BRA.25.67_1;Batatais;3505906;BATATAIS;SP
BRA.25.68_1;Bauru;3506003;BAURU;SP
BRA.25.69_1;Bebedouro;3506102;BEBEDOURO;SP
BRA.25.70_1;Bento de Abreu;3506201;BENTO DE ABREU;SP
BRA.25.71_1;Bernardino de Campos;3506300;BERNARDINO DE CAMPOS;SP
BRA.25.72_1;Bertioga;3506359;BERTIOGA;SP
BRA.25.73_1;Bilac;3506409;BILAC;SP
BRA.25.74_1;Birigui;3506508;BIRIGUI;SP
BRA.25.75_1;Biritiba Mirim;3506607;BIRITIBA-MIRIM;SP
BRA.25.76_1;Boa Esperanca do Sul;3506706;BOA ESPERANCA DO SUL;SP
BRA.25.77_1;Bocaina;3506805;BOCAINA;SP
BRA.25.78_1;Bofete;3506904;BOFETE;SP
BRA.25.79_1;Boituva;3507001;BOITUVA;SP
BRA.25.81_1;Bon Jesus dos Perdoes;3507100;BOM JESUS DOS PERDOES;SP
BRA.25.80_1;Bom Sucesso de Itararé;3507159;BOM SUCESSO DE ITARARE;SP
BRA.25.82_1;Borá;3507209;BORA;SP
BRA.25.83_1;Boracéia;3507308;BORACEIA;SP
BRA.25.84_1;Borborema;3507407;BORBOREMA;SP
BRA.25.85_1;Borebi;3507456;BOREBI;SP
BRA.25.86_1;Botucatu;3507506;BOTUCATU;SP
BRA.25.87_1;Bragança Paulista;3507605;BRAGANCA PAULISTA;SP
BRA.25.88_1;Brauna;3507704;BRAUNA;SP
BRA.25.89_1;Brejo Alegre;3507753;BREJO ALEGRE;SP
BRA.25.90_1;Brodosqui;3507803;BRODOWSKI;SP
BRA.25.91_1;Brotas;3507902;BROTAS;SP
BRA.25.92_1;Buri;3508009;BURI;SP
BRA.25.93_1;Buritama;3508108;BURITAMA;SP
BRA.25.94_1;Buritizal;3508207;BURITIZAL;SP
BRA.25.95_1;Cabrália Paulista;3508306;CABRALIA PAULISTA;SP
BRA.25.96_1;Cabreúva;3508405;CABREUVA;SP
BRA.25.97_1;Caçapava;3508504;CACAPAVA;SP
BRA.25.98_1;Cachoeira Paulista;3508603;CACHOEIRA PAULISTA;SP
BRA.13.108_1;Caconde;3508702;CACONDE;SP
BRA.25.99_1;Cafelândia;3508801;CAFELANDIA;SP
BRA.25.100_1;Caiabu;3508900;CAIABU;SP
BRA.25.101_1;Caieiras;3509007;CAIEIRAS;SP
BRA.25.102_1;Caiuá;3509106;CAIUA;SP
BRA.25.103_1;Cajamar;3509205;CAJAMAR;SP
BRA.25.104_1;Cajati;3509254;CAJATI;SP
BRA.25.105_1;Cajobi;3509304;CAJOBI;SP
BRA.25.106_1;Cajuru;3509403;CAJURU;SP
BRA.25.107_1;Campina do Monte Alegre;3509452;CAMPINA DO MONTE ALEGRE;SP
BRA.25.108_1;Campinas;3509502;CAMPINAS;SP
BRA.25.109_1;Campo Limpo Paulista;3509601;CAMPO LIMPO PAULISTA;SP
BRA.25.110_1;Campos do Jordão;3509700;CAMPOS DO JORDAO;SP
BRA.25.111_1;Campos Novos Paulista;3509809;CAMPOS NOVOS PAULISTA;SP
BRA.25.112_1;Cananéia;3509908;CANANEIA;SP
BRA.25.113_1;Canas;3509957;CANAS;SP
BRA.25.114_1;Cândido Mota;3510005;CANDIDO MOTA;SP
BRA.25.115_1;Cândido Rodrigues;3510104;CANDIDO RODRIGUES;SP
BRA.25.116_1;Canitar;3510153;CANITAR;SP
